cleaned_text,label
they should have made sweet potato pie .,normal
awesome.,normal
believe me when i say that this will get notice and will piss the anti s off because they ca nt say it s  hate speech  !,normal
the  missing  and the photo of the young girl is an attention grabber put it up around schools and playgrounds .,normal
please keep us updated on any results you get from this .,normal
i was sort of hoping that they will bring back ebola and spread it around to their own kind and the rest of the undesirables who are not wanted here .,toxic
i am not having my cats put in a pet cemetarythey re being interred in the same plot as i.naturally we will probably not pass on at the same time but we ll be sharing the plot .,normal
these are the type of stories which inspire me and indeed should inspire all of us .,normal
the show is crap .,normal
if you want to know about ragnar and his time then read ragnars saga loðbrókar .,normal
you can download the pdf for free .,normal
riot survival kit day 1 leave 1  american express platinum card .,normal
2  full tank of gas 3  watch riot on tv from 5 star hotel 100 miles away .,normal
day 2 do nt leave watch the city burn around you .,normal
what about fmj  full metal jacket  bullet ?,normal
i have heard that if a person uses normal bullets for target practicing and suddenly changes to fmj bullet then he experiences performance degrade .,normal
accuracy is compromised .,normal
maybe this was mentioned in an earlier post but what about  online  home schooling ?,normal
kids can login with their parent  s  every day and follow online courses ...,normal
in this day and age this is possible ...,normal
this song is great and i ve heard many excellent versions but this is my favorite .,normal
charlotte church   little drummer boy    youtube,normal
"yes, the americanos even prevailed on the armyless costa ricans to round up their european nationals , even europeandescended costa rican citizens , for a nice costa rican concentration camp in san jose !",normal
"this was nt just for germans , japanese and italianos ......",normal
"hungarians , finns , latvians ... even a few hapless germanspeaking swiss and french alsatians were interned . the story of costa rica s forgotten world war ii internment camp  the tico times",normal
