text,label,cleaned_text
I really hope she overdoses or something .,noHate,i really hope she overdoses or something .
I think they 're not White and dont belong in White nations .,noHate,i think they re not white and dont belong in white nations .
This is the exact same thing I think about every non White group .,noHate,this is the exact same thing i think about every non white group .
There is no hierarchy where we feel differently about non White group X than we do group Y. Non White is non White .,noHate,there is no hierarchy where we feel differently about non white group x than we do group y. non white is non white .
We knew that these structures were built by sub-saharan blacks in the same way we knew that the civilization Greek and Romanian built by white Europeans .,noHate,we knew that these structures were built by subsaharan blacks in the same way we knew that the civilization greek and romanian built by white europeans .
You just do n't get it .,noHate,you just do nt get it .
Character means more than intelligence .,noHate,character means more than intelligence .
Wolves and dogs have been living on this planet for thousands of years because they work together .,noHate,wolves and dogs have been living on this planet for thousands of years because they work together .
They have a hierarchy .,noHate,they have a hierarchy .
Same with ants .,noHate,same with ants .
Ants can create their own civilization because they have a monarchy .,noHate,ants can create their own civilization because they have a monarchy .
They follow the queen ant and would die for her .,noHate,they follow the queen ant and would die for her .
Just like other wolves will fight and die for each other .,noHate,just like other wolves will fight and die for each other .
"If 100 stupid people were all alone in some forest but they had honor and were willing to work together , they can create a civilization or form some type of hierarchy .",noHate,"if  stupid people were all alone in some forest but they had honor and were willing to work together , they can create a civilization or form some type of hierarchy ."
"Im might be a little late on the subject , but i laughed my ass off when i saw the `` Near East '' WTF is that ?!! lol lmao",noHate,"im might be a little late on the subject , but i laughed my ass off when i saw the  near east  wtf is that ?!! lol lmao"
"Listen, I admire you for wanting to make the negroes feel better about themselves , but the evidence FOR race is overwhelming .",noHate,"listen, i admire you for wanting to make the negroes feel better about themselves , but the evidence for race is overwhelming ."
You see a ripped guy like that and wonder why that sexy type of woman would n't go out with internet warrior nerds like you ?,noHate,you see a ripped guy like that and wonder why that sexy type of woman would nt go out with internet warrior nerds like you ?
This is completely disgusting ... How can we continue to house these people who have complete contempt for us and all our laws and customs ?,hate,this is completely disgusting ... how can we continue to house these people who have complete contempt for us and all our laws and customs ?
Check out what I 've been doing .,noHate,check out what i ve been doing .
It 's * * * * in ' deadly !,noHate,it s     in  deadly !
German Knight symbols for my company WarChief - the Academy of Unconventional Warfare .,noHate,german knight symbols for my company warchief  the academy of unconventional warfare .
So far only on teespring under Warchief .,noHate,so far only on teespring under warchief .
N,noHate,n
"In the old days private security and armed whites would take care of this , but maybe the negros are fighting smarter by taking on soft-targets ?",noHate,"in the old days private security and armed whites would take care of this , but maybe the negros are fighting smarter by taking on softtargets ?"
Tell that scumbag teacher if the jews in Israel should become a miniority or be taken over by arabs .,noHate,tell that scumbag teacher if the jews in israel should become a miniority or be taken over by arabs .
Lets see what he says .,noHate,lets see what he says .
At the moment the situation is dire .,noHate,at the moment the situation is dire .
"There is no water , food is overly expensive and the president gets away with corruption .",noHate,"there is no water , food is overly expensive and the president gets away with corruption ."
